,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
6578,-,VOLKSWAGEN,T3,1997,Hatchback,No,Petrol,1.6,3568 km,4.0,Manual,Front,04-May,Left wheel,Red,2
6579,-,FORD,Escape,2015,Jeep,No,Petrol,1.6 Turbo,98000 km,4.0,Tiptronic,Front,04-May,Left wheel,Silver,8
6580,1324,HYUNDAI,Genesis,2010,Sedan,Yes,Petrol,3.3,235729 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
6581,777,TOYOTA,RAV 4 XLE,2014,Jeep,No,Petrol,2.5,20800 km,4.0,Tiptronic,4x4,04-May,Left wheel,White,12
6582,3739,FORD,F150,2004,Sedan,Yes,Petrol,4.6,0 km,8.0,Automatic,Rear,04-May,Left wheel,Red,12
6583,934,SUBARU,Forester,2015,Jeep,Yes,Petrol,2.5,81058 km,4.0,Automatic,4x4,04-May,Left wheel,Silver,0
6584,862,HYUNDAI,H1,2011,Universal,Yes,Diesel,2.5,220000 km,4.0,Automatic,Front,04-May,Left wheel,Yellow,4
6585,1246,MAZDA,616,2008,Hatchback,Yes,Petrol,2.3,254542 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
6586,681,SUZUKI,Swift,2019,Hatchback,No,Petrol,1.2,0 km,4.0,Variator,Front,04-May,Left wheel,Red,0
6587,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,124184 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
6588,574,HONDA,Insight,2010,Hatchback,Yes,Hybrid,1.3,184250 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0
6589,585,TOYOTA,Prius,2013,Hatchback,Yes,Hybrid,1.8,492642 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
6590,1282,CHEVROLET,Captiva,2007,Jeep,Yes,Diesel,2,75574 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
6591,-,OPEL,Astra,1992,Sedan,No,Petrol,1.8,11111 km,4.0,Automatic,Front,04-May,Left wheel,Carnelian red,3
6592,629,HYUNDAI,Elantra,2015,Sedan,Yes,Diesel,1.6,87521 km,4.0,Automatic,Front,04-May,Left wheel,White,4
6593,765,BMW,320,2015,Sedan,Yes,Petrol,2,87358 km,4.0,Automatic,Rear,04-May,Left wheel,White,12
6594,1104,AUDI,Q7,2015,Jeep,Yes,Petrol,3,71717 km,6.0,Automatic,4x4,04-May,Left wheel,Black,0
6595,488,CHEVROLET,Spark,2016,Sedan,Yes,Petrol,1,30901 km,4.0,Automatic,Front,04-May,Left wheel,White,4
6596,-,MAZDA,MPV,2004,Minivan,No,LPG,2.3,170000 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,4
6597,639,SSANGYONG,Korando,2014,Jeep,Yes,Diesel,2,75661 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
6598,1708,SSANGYONG,REXTON,2007,Jeep,Yes,Diesel,2.7,76364 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
6599,934,TOYOTA,Camry,2015,Sedan,Yes,Petrol,2.5,113053 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12
6600,831,GMC,TERRAIN,2018,Sedan,Yes,Petrol,1.5,51050 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12
6601,761,TOYOTA,Prius,2010,Sedan,No,Hybrid,1.8,170000 km,4.0,Variator,Front,04-May,Left wheel,Blue,10
6602,1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Petrol,3.5,146395 km,6.0,Automatic,Rear,04-May,Left wheel,Grey,12
6603,574,HONDA,Insight,2010,Hatchback,Yes,Hybrid,1.3,184250 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0
6604,831,TOYOTA,Camry,2011,Sedan,Yes,Hybrid,2.4,248178 km,4.0,Tiptronic,Front,04-May,Left wheel,White,10
6605,-,NISSAN,X-Terra,2005,Jeep,Yes,LPG,4,16000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Blue,4
6606,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,117917 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
6607,-,MERCEDES-BENZ,230 W153,1943,Sedan,Yes,Petrol,2.2,69000 km,4.0,Automatic,Rear,04-May,Left wheel,White,0
6608,836,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,2,155573 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
6609,2278,TOYOTA,Prius,2008,Hatchback,Yes,Hybrid,1.5,147000 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,0
6610,831,NISSAN,Versa,2017,Sedan,No,Petrol,1.6,64765 km,4.0,Automatic,Front,04-May,Left wheel,White,6
6611,574,HONDA,Insight,2010,Hatchback,No,Hybrid,1.3,3333 km,4.0,Variator,Front,04-May,Left wheel,Red,8
6612,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,115312 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
6613,-,MERCEDES-BENZ,ML 320,2003,Jeep,Yes,Petrol,3.2,141800 km,6.0,Tiptronic,4x4,04-May,Left wheel,Silver,8
6614,-,HONDA,FIT,2006,Hatchback,No,Petrol,1.3,0 km,4.0,Automatic,Front,04-May,Right-hand drive,White,4
6615,-,NISSAN,March,2004,Hatchback,No,Petrol,1.2,0 km,4.0,Automatic,Front,04-May,Right-hand drive,Grey,2
6616,1701,HONDA,Fred,2010,Minivan,No,Petrol,1.5,117000 km,4.0,Automatic,Front,04-May,Right-hand drive,Black,4
6617,751,TOYOTA,RAV 4,2013,Jeep,No,Petrol,2.4,92800 km,4.0,Automatic,4x4,04-May,Left wheel,Brown,6
6618,-,VOLKSWAGEN,Golf 2,1989,Hatchback,Yes,Petrol,1.8,123457 km,4.0,Manual,Front,02-Mar,Left wheel,Blue,0
6619,-,MERCEDES-BENZ,ML 320,2002,Jeep,Yes,CNG,3.2,384000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Black,12
6620,1811,LEXUS,GX 460,2010,Jeep,Yes,Petrol,4.6,155821 km,8.0,Automatic,4x4,04-May,Left wheel,Black,12
6621,639,FORD,Fusion,2014,Sedan,Yes,Petrol,2.0 Turbo,105873 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
6622,-,JEEP,Wrangler,2013,Jeep,No,Petrol,3.6,37500 km,6.0,Manual,4x4,02-Mar,Left wheel,Silver,4
6623,-,OPEL,Omega,1999,Sedan,Yes,CNG,3,180000 km,6.0,Manual,Rear,04-May,Left wheel,Black,12
6624,-,TOYOTA,Prius,2007,Hatchback,No,Hybrid,1.6,182400 km,4.0,Automatic,Front,04-May,Left wheel,Red,6
6625,831,HYUNDAI,Tucson,2017,Jeep,Yes,Petrol,1.6,41551 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
6626,1405,MERCEDES-BENZ,GLK 300,2009,Jeep,Yes,Diesel,3.0 Turbo,165000 km,6.0,Automatic,4x4,04-May,Left wheel,Black,8
6627,687,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,103149 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
6628,1051,KIA,Optima,2016,Sedan,No,Petrol,2.4,36500 km,4.0,Automatic,Front,04-May,Left wheel,White,6
6629,722,FORD,Mustang,2014,Coupe,Yes,Petrol,2.3,59340 km,4.0,Automatic,Front,04-May,Left wheel,Red,4
6630,1482,MERCEDES-BENZ,GL 450,2011,Jeep,Yes,Petrol,4.5 Turbo,160000 km,8.0,Tiptronic,4x4,04-May,Left wheel,Beige,12
6631,-,LANCIA,Musa,2006,Minivan,Yes,Petrol,1.4,57000 km,4.0,Tiptronic,Front,04-May,Left wheel,Blue,12
6632,1356,LEXUS,GX 460,2014,Jeep,Yes,Petrol,4.6,200402 km,8.0,Automatic,4x4,04-May,Left wheel,Silver,0
6633,1829,NISSAN,Pathfinder,2006,Jeep,No,Diesel,2.5 Turbo,160000 km,4.0,Manual,4x4,04-May,Left wheel,Silver,8
6634,528,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.6,75000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
6635,639,CHEVROLET,Captiva,2014,Jeep,Yes,Diesel,2,98033 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
6636,1017,MERCEDES-BENZ,C 300,2017,Sedan,Yes,Petrol,2.0 Turbo,71520 km,6.0,Tiptronic,Rear,04-May,Left wheel,Black,10
6637,431,FORD,Fusion,2016,Sedan,Yes,Hybrid,2,194974 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
6638,1528,TOYOTA,Camry,2007,Sedan,Yes,Hybrid,2.4,204000 km,4.0,Automatic,Front,04-May,Left wheel,Black,8
6639,1194,TOYOTA,Tacoma,2013,Sedan,Yes,Petrol,4,57554 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12
6640,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,389338 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4
6641,308,TOYOTA,Prius,2014,Sedan,No,Hybrid,1.8,79000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
6642,-,HONDA,Civic,2005,Hatchback,No,Petrol,1.7,160000 km,4.0,Variator,Front,04-May,Right-hand drive,Silver,0
6643,-,TOYOTA,Land Cruiser Prado,2001,Jeep,No,CNG,2.7,247000 km,4.0,Automatic,4x4,04-May,Left wheel,Black,4
6644,1016,KIA,Optima,2017,Sedan,Yes,Petrol,2,33005 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
6645,-,BMW,X5,2010,Jeep,Yes,Diesel,3.0 Turbo,180000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Black,8
6646,-,BMW,325,2001,Sedan,Yes,Petrol,2.5,201000 km,6.0,Manual,Rear,04-May,Left wheel,Beige,6
6647,928,OPEL,Astra,2007,Hatchback,No,Petrol,1.4,200000 km,4.0,Manual,Front,04-May,Left wheel,Black,6
6648,1850,MERCEDES-BENZ,E 350,2008,Sedan,Yes,Diesel,3.5,494317 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
6649,779,VOLKSWAGEN,Passat,2013,Sedan,Yes,Petrol,2.5,61900 km,5.0,Tiptronic,Front,04-May,Left wheel,Grey,8
6650,642,HYUNDAI,Santa FE,2012,Jeep,Yes,Diesel,2,120000 km,4.0,Automatic,Front,04-May,Left wheel,White,4
6651,-,TOYOTA,Prius,2006,Sedan,No,Hybrid,1.5,150000 km,4.0,Automatic,Front,04-May,Left wheel,White,0
6652,1156,FORD,Explorer,2017,Jeep,Yes,Petrol,2.3,55000 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
6653,-,MERCEDES-BENZ,C 220,1999,Sedan,No,Diesel,2.2 Turbo,1111 km,4.0,Manual,Rear,04-May,Left wheel,Beige,6
6654,761,TOYOTA,Prius,2010,Hatchback,No,Hybrid,1.8,141000 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
6655,642,BMW,328,2012,Sedan,Yes,Petrol,2,237933 km,4.0,Automatic,Rear,04-May,Left wheel,Blue,12
6656,-,OPEL,Vectra,1998,Sedan,No,CNG,1.6,30000 km,4.0,Manual,Front,04-May,Left wheel,White,2
6657,765,FORD,Fusion,2015,Sedan,Yes,Petrol,2,71454 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
6658,-,KIA,Forte,2011,Sedan,Yes,LPG,1.6,40000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,6
6659,1451,BMW,X5,2011,Sedan,Yes,Petrol,4.4,139363 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
6660,-,VOLKSWAGEN,Jetta,2006,Sedan,Yes,Petrol,2.5,288000 km,5.0,Manual,Front,04-May,Left wheel,Black,6
6661,-,CHEVROLET,Volt,2011,Hatchback,Yes,Plug-in Hybrid,1.4,248000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0
6662,751,JEEP,Compass,2013,Jeep,Yes,Petrol,2.4,105568 km,4.0,Automatic,Front,04-May,Left wheel,Red,4
6663,770,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,1.7,175200 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
6664,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,384418 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
6665,707,SSANGYONG,Actyon,2011,Jeep,Yes,Diesel,2,181727 km,4.0,Automatic,Front,04-May,Left wheel,White,4
6666,-,VOLKSWAGEN,Golf 3,1996,Hatchback,No,CNG,2,111111 km,4.0,Manual,Front,04-May,Left wheel,Black,2
6667,640,CHEVROLET,Captiva,2013,Jeep,Yes,Diesel,2,170000 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
6668,1327,SUBARU,Forester,2018,Sedan,Yes,Petrol,2.5,32435 km,4.0,Automatic,4x4,04-May,Left wheel,Black,12
6669,765,HYUNDAI,Genesis,2015,Coupe,Yes,Petrol,2,93000 km,4.0,Automatic,Front,04-May,Left wheel,White,4
6670,1872,VOLKSWAGEN,"1500,1600 Schtufenheck",2018,Sedan,Yes,Petrol,3.6,66086 km,6.0,Automatic,Front,04-May,Left wheel,Grey,12
6671,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,314373 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
6672,639,HYUNDAI,Tucson,2014,Jeep,Yes,Diesel,2,42701 km,4.0,Automatic,Front,04-May,Left wheel,White,4
6673,1091,HYUNDAI,H1,2016,Universal,Yes,Diesel,2.5,199596 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
6674,-,MITSUBISHI,Pajero,1993,Jeep,No,CNG,3,1111 km,6.0,Manual,4x4,02-Mar,Left wheel,Grey,0
6675,1470,JAGUAR,XF,2013,Sedan,Yes,Petrol,5,107837 km,8.0,Automatic,Rear,04-May,Left wheel,Black,12
6676,1324,TOYOTA,Highlander,2010,Jeep,Yes,Hybrid,3.3,264877 km,6.0,Automatic,4x4,04-May,Left wheel,White,12
6677,640,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2,31381 km,4.0,Automatic,Front,04-May,Left wheel,White,4
6678,-,MERCEDES-BENZ,ML 270,2003,Jeep,Yes,Diesel,2.7 Turbo,210000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Silver,6
6679,645,TOYOTA,Prius,2011,Coupe,Yes,Hybrid,1.8,229461 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
6680,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,689476 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4
6681,-,MERCEDES-BENZ,C 180,2001,Sedan,No,Petrol,2,20000 km,4.0,Manual,Rear,04-May,Left wheel,Blue,8
6682,697,HYUNDAI,Elantra,2015,Sedan,Yes,Petrol,1.8,178686 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
6683,1058,TOYOTA,Highlander,2012,Jeep,Yes,Petrol,3.5,140966 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
6684,919,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Diesel,3,180251 km,6.0,Automatic,4x4,04-May,Left wheel,White,12
6685,-,MERCEDES-BENZ,C 240,2002,Sedan,Yes,LPG,2.6,300000 km,6.0,Tiptronic,Rear,04-May,Left wheel,Black,8
6686,891,HYUNDAI,Sonata,2016,Sedan,Yes,Petrol,2,17996 km,4.0,Automatic,Front,04-May,Left wheel,White,4
6687,1273,LEXUS,IS 350,2015,Sedan,Yes,Petrol,3.5,80856 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
6688,764,KIA,Optima,2015,Sedan,Yes,Petrol,2,33985 km,4.0,Automatic,Front,04-May,Left wheel,White,4
6689,528,NISSAN,Juke,2014,Jeep,No,Petrol,1.6 Turbo,17600 km,4.0,Tiptronic,Front,04-May,Left wheel,White,10
6690,-,FORD,Cougar,1999,Coupe,Yes,Petrol,2.5,130000 km,6.0,Manual,Front,02-Mar,Left wheel,Silver,6
6691,784,TOYOTA,Yaris,2017,Hatchback,Yes,Petrol,1.5,67357 km,4.0,Automatic,Front,04-May,Left wheel,White,12
6692,777,TOYOTA,Camry,2014,Sedan,Yes,Petrol,2.5,92891 km,4.0,Automatic,Front,04-May,Left wheel,White,12
6693,-,LAND ROVER,Range Rover,2003,Jeep,Yes,Petrol,4.4,150000 km,8.0,Tiptronic,4x4,04-May,Left wheel,White,12
6694,-,MITSUBISHI,Pajero IO,2001,Jeep,Yes,Petrol,2,0 km,4.0,Automatic,4x4,04-May,Left wheel,White,3
6695,827,CHEVROLET,Cruze,2010,Sedan,Yes,Petrol,2,67381 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
6696,831,HONDA,Cr-v,2018,Sedan,Yes,Petrol,1.5,56261 km,4.0,Automatic,4x4,04-May,Left wheel,Blue,12
6697,645,TOYOTA,Prius,2011,Sedan,Yes,Hybrid,1.8,353606 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
6698,891,LEXUS,IS 200,2016,Sedan,Yes,Petrol,2,62938 km,4.0,Automatic,Rear,04-May,Left wheel,Black,12
6699,1292,BMW,X5,2016,Jeep,Yes,Petrol,3,0 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,12
6700,1058,MERCEDES-BENZ,E 350,2012,Sedan,Yes,Diesel,3.5,128202 km,6.0,Automatic,Rear,04-May,Left wheel,Black,12
6701,1172,TOYOTA,Highlander,2011,Sedan,Yes,Hybrid,3.5,368064 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,12
6702,1273,TOYOTA,Tacoma,2009,Pickup,Yes,Petrol,2.7,335291 km,4.0,Automatic,Rear,04-May,Left wheel,White,12
6703,-,MERCEDES-BENZ,E 420,1996,Sedan,Yes,LPG,4.2,125000 km,8.0,Automatic,Rear,04-May,Left wheel,Black,12
6704,-,OPEL,Vectra,1997,Sedan,No,CNG,1.6,0 km,4.0,Manual,Front,04-May,Left wheel,Carnelian red,2
6705,-,HONDA,FIT,2010,Hatchback,No,Petrol,1.3,127000 km,4.0,Automatic,Front,04-May,Right-hand drive,Black,0
6706,642,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,2,219773 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12
6707,1024,HYUNDAI,H1,2010,Minivan,Yes,Diesel,2.5,65283 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
6708,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,257102 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
6709,765,HYUNDAI,Elantra,2015,Sedan,Yes,Petrol,2,125890 km,4.0,Automatic,Front,04-May,Left wheel,Brown,12
6710,765,HYUNDAI,Tucson,2015,Jeep,Yes,Petrol,2,0 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
6711,639,HYUNDAI,Elantra,2014,Hatchback,Yes,Petrol,2,57590 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
6712,639,SSANGYONG,REXTON,2014,Jeep,Yes,Diesel,2,90000 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
6713,777,TOYOTA,Camry Se,2014,Sedan,Yes,Petrol,2.5,95000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,12
6714,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,388495 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4
6715,919,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Diesel,3,271701 km,6.0,Automatic,4x4,04-May,Left wheel,White,12
6716,-,BMW,X6,2009,Jeep,Yes,Petrol,3.5 Turbo,133000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Black,10
6717,790,DAEWOO,Lacetti,2009,Sedan,Yes,Petrol,1.6,117685 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
6718,473,FIAT,500,2014,Jeep,Yes,Petrol,1.4,110539 km,4.0,Automatic,Front,04-May,Left wheel,Yellow,12
6719,722,MERCEDES-BENZ,Smart,2004,Cabriolet,No,Diesel,0.8 Turbo,22000 km,3.0,Tiptronic,Rear,02-Mar,Left wheel,Black,2
6720,1327,TOYOTA,Camry,2018,Sedan,No,Petrol,2.5,7000 km,4.0,Tiptronic,Front,04-May,Left wheel,Silver,12
6721,1058,MERCEDES-BENZ,E 350,2012,Sedan,Yes,Diesel,3.5,318285 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
6722,1172,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,132630 km,6.0,Automatic,Rear,04-May,Left wheel,Silver,12
6723,1714,MERCEDES-BENZ,GLE 350,2017,Jeep,Yes,Petrol,3.5,21178 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
6724,639,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2,133169 km,4.0,Automatic,Front,04-May,Left wheel,White,4
6725,707,HYUNDAI,Genesis,2011,Coupe,Yes,Petrol,2,107005 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
6726,586,TOYOTA,Prius,2012,Sedan,No,Hybrid,1.8,193000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,6
6727,1099,TOYOTA,Venza,2010,Jeep,Yes,Petrol,2.7,176437 km,4.0,Automatic,4x4,04-May,Left wheel,White,12
6728,640,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,2,144000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
6729,-,BMW,525,2000,Sedan,No,Petrol,2.5,157000 km,6.0,Manual,Rear,04-May,Left wheel,Blue,4
6730,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,52000 km,4.0,Variator,Front,04-May,Left wheel,Silver,12
6731,-,MERCEDES-BENZ,270,2002,Sedan,No,Diesel,2.7 Turbo,354300 km,6.0,Tiptronic,Front,04-May,Left wheel,Silver,6
6732,-,MERCEDES-BENZ,Sprinter 411,2002,Goods wagon,No,Diesel,2.2 Turbo,280000 km,4.0,Manual,Rear,02-Mar,Left wheel,White,2
6733,585,MERCEDES-BENZ,C 250 luxury,2013,Sedan,Yes,Petrol,1.8 Turbo,166400 km,4.0,Tiptronic,Rear,04-May,Left wheel,Black,12
6734,761,TOYOTA,Prius,2010,Jeep,Yes,Hybrid,1.8,408997 km,4.0,Automatic,Front,04-May,Left wheel,White,12
6735,697,VOLKSWAGEN,Passat sport,2015,Sedan,Yes,Petrol,1.8 Turbo,115974 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,12
6736,836,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2,100563 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
6737,-,MERCEDES-BENZ,S 320,1999,Sedan,Yes,LPG,3.2,157000 km,6.0,Tiptronic,Rear,04-May,Left wheel,White,8
6738,642,SSANGYONG,Korando,2012,Jeep,Yes,Diesel,2,78462 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
6739,843,TOYOTA,Prius,2008,Sedan,No,Hybrid,1.5,133016 km,4.0,Automatic,Front,04-May,Left wheel,Beige,8
6740,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,287140 km,4.0,Automatic,Front,04-May,Left wheel,White,4
6741,-,TOYOTA,Prius,2007,Sedan,No,Hybrid,1.5,132000 km,4.0,Variator,Front,04-May,Left wheel,Grey,11
6742,1018,MERCEDES-BENZ,ML 350,2011,Jeep,Yes,Diesel,3,0 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
6743,836,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2,127105 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
6744,585,CHEVROLET,Cruze,2013,Sedan,Yes,Petrol,1.8,61573 km,4.0,Automatic,Front,04-May,Left wheel,White,4
6745,640,FORD,Fusion,2013,Sedan,Yes,Hybrid,2,215965 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
6746,-,MERCEDES-BENZ,E 320 4×4,2004,Sedan,Yes,CNG,3.2,315994 km,4.0,Automatic,4x4,04-May,Left wheel,Silver,8
6747,473,CHEVROLET,Cruze,2014,Sedan,No,Petrol,1.4,87000 km,4.0,Tiptronic,Front,04-May,Left wheel,Silver,8
6748,1017,MERCEDES-BENZ,GLC 300 GLC coupe,2017,Jeep,Yes,Petrol,2.0 Turbo,28226 km,8.0,Tiptronic,4x4,04-May,Left wheel,White,12
6749,1017,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2,1600 km,4.0,Automatic,Rear,04-May,Left wheel,Black,12
6750,639,MAZDA,CX-5,2014,Jeep,No,Petrol,2,8900 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12
6751,-,DAIHATSU,Feroza,1994,Jeep,No,Petrol,1.6,100000 km,4.0,Manual,4x4,02-Mar,Left wheel,Green,0
6752,1750,LEXUS,RX 300,2008,Jeep,Yes,Hybrid,3.3,224629 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12
6753,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,386544 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
6754,790,CHEVROLET,Aveo,2009,Sedan,No,Petrol,1.6,58000 km,4.0,Automatic,Front,04-May,Left wheel,Carnelian red,7
6755,584,HYUNDAI,Elantra,2014,Sedan,No,Petrol,1.8,110000 km,4.0,Tiptronic,Front,04-May,Left wheel,Carnelian red,8
6756,-,MERCEDES-BENZ,E 220,2000,Sedan,No,Diesel,2.2 Turbo,235000 km,4.0,Manual,Rear,04-May,Left wheel,Blue,6
6757,1236,HONDA,FIT,2011,Hatchback,No,Hybrid,1.3,118000 km,4.0,Variator,Front,04-May,Right-hand drive,White,4
6758,988,TOYOTA,Prius,2007,Sedan,Yes,Hybrid,1.5,170000 km,4.0,Variator,Front,04-May,Left wheel,Red,10
6759,579,TOYOTA,Camry,2017,Sedan,Yes,Hybrid,2.5,174923 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
6760,-,TOYOTA,RAV 4,2011,Jeep,No,Petrol,2.5,105600 km,4.0,Automatic,4x4,04-May,Left wheel,White,4
6761,1327,TOYOTA,Camry,2018,Sedan,Yes,Petrol,2.5,31000 km,6.0,Tiptronic,Rear,04-May,Left wheel,Grey,12
6762,765,FORD,Focus,2015,Sedan,No,Petrol,2,119000 km,4.0,Manual,Front,04-May,Left wheel,Silver,12
6763,-,MOSKVICH,2140,1978,Goods wagon,No,Petrol,1.5 Turbo,654675 km,4.0,Manual,Rear,02-Mar,Left wheel,Blue,0
6764,-,VOLKSWAGEN,Jetta se,2014,Sedan,Yes,Petrol,1.8 Turbo,130000 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,0
6765,640,CHEVROLET,Captiva,2013,Jeep,Yes,Diesel,2,99108 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
6766,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,116891 km,4.0,Automatic,Front,04-May,Left wheel,White,4
6767,765,HYUNDAI,Sonata,2015,Sedan,Yes,Petrol,2,32170 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
6768,1360,LEXUS,GX 470,2013,Jeep,Yes,Petrol,4.6,202651 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
6769,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,115312 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
6770,501,HONDA,FIT,2014,Hatchback,Yes,Petrol,1.5,119130 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
6771,-,DAIHATSU,Terios,2002,Jeep,Yes,Petrol,0.7 Turbo,88000 km,3.0,Automatic,4x4,04-May,Right-hand drive,Silver,6
6772,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,190549 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
